review_id,customer_id,product_id,rating,review_text
REV-000926,CUST-00956,PROD-0034,4,"Very reliable product, works perfectly as described."
REV-000927,CUST-00555,PROD-0083,1,Not worth the price. Stopped working after 3 days.
REV-000928,CUST-02399,PROD-0203,4,Great product quality and fast shipping. Will buy again.
REV-000929,CUST-02722,PROD-0028,4,Great product quality and fast shipping. Will buy again.
REV-000930,CUST-01079,PROD-0048,2,Would not recommend. Cheap materials used.
REV-000931,CUST-02122,PROD-0134,4,Extremely satisfied with this purchase! Highly recommended.
REV-000932,CUST-00955,PROD-0142,5,"Very reliable product, works perfectly as described."
REV-000933,CUST-01135,PROD-0007,5,Top notch quality and premium packaging.
REV-000934,CUST-01623,PROD-0025,4,Top notch quality and premium packaging.
REV-000935,CUST-00711,PROD-0092,3,Average product. Does the job but nothing extraordinary.
REV-000936,CUST-02543,PROD-0068,4,Top notch quality and premium packaging.
REV-000937,CUST-01097,PROD-0155,4,Great product quality and fast shipping. Will buy again.
REV-000938,CUST-02462,PROD-0174,4,Extremely satisfied with this purchase! Highly recommended.
REV-000939,CUST-00169,PROD-0174,5,Exceeded my expectations! Excellent customer service.
REV-000940,CUST-03070,PROD-0213,4,Great product quality and fast shipping. Will buy again.
REV-000941,CUST-01603,PROD-0101,3,Average product. Does the job but nothing extraordinary.
REV-000942,CUST-02931,PROD-0221,3,Average product. Does the job but nothing extraordinary.
REV-000943,CUST-02368,PROD-0185,2,Item arrived late and damaged. Dissatisfied with quality.
REV-000944,CUST-00876,PROD-0006,3,Average product. Does the job but nothing extraordinary.
REV-000945,CUST-02349,PROD-0081,4,Extremely satisfied with this purchase! Highly recommended.
REV-000946,CUST-03304,PROD-0021,3,Average product. Does the job but nothing extraordinary.
REV-000947,CUST-02302,PROD-0196,3,Average product. Does the job but nothing extraordinary.
REV-000948,CUST-01867,PROD-0071,1,Customer service was slow to respond to my refund query.
REV-000949,CUST-01756,PROD-0190,4,Extremely satisfied with this purchase! Highly recommended.
REV-000950,CUST-01877,PROD-0105,4,Top notch quality and premium packaging.
REV-000951,CUST-02112,PROD-0155,4,Top notch quality and premium packaging.
REV-000952,CUST-02442,PROD-0018,4,"Very reliable product, works perfectly as described."
REV-000953,CUST-00280,PROD-0132,4,Exceeded my expectations! Excellent customer service.
REV-000954,CUST-01785,PROD-0145,4,"Very reliable product, works perfectly as described."
REV-000955,CUST-03261,PROD-0236,4,Exceeded my expectations! Excellent customer service.
REV-000956,CUST-02578,PROD-0095,4,Top notch quality and premium packaging.
REV-000957,CUST-00681,PROD-0150,4,Extremely satisfied with this purchase! Highly recommended.
REV-000958,CUST-01689,PROD-0190,1,Not worth the price. Stopped working after 3 days.
REV-000959,CUST-02138,PROD-0023,4,Extremely satisfied with this purchase! Highly recommended.
REV-000960,CUST-00302,PROD-0109,4,Top notch quality and premium packaging.
REV-000961,CUST-00858,PROD-0073,2,Customer service was slow to respond to my refund query.
REV-000962,CUST-01846,PROD-0080,4,"Very reliable product, works perfectly as described."
REV-000963,CUST-00832,PROD-0225,3,Average product. Does the job but nothing extraordinary.
REV-000964,CUST-03219,PROD-0178,5,Extremely satisfied with this purchase! Highly recommended.
REV-000965,CUST-00441,PROD-0064,4,Extremely satisfied with this purchase! Highly recommended.
REV-000966,CUST-02904,PROD-0082,1,Would not recommend. Cheap materials used.
REV-000967,CUST-01333,PROD-0092,3,Average product. Does the job but nothing extraordinary.
REV-000968,CUST-01715,PROD-0165,3,Average product. Does the job but nothing extraordinary.
REV-000969,CUST-01392,PROD-0056,3,Average product. Does the job but nothing extraordinary.
REV-000970,CUST-00397,PROD-0022,1,Item arrived late and damaged. Dissatisfied with quality.
REV-000971,CUST-01271,PROD-0214,5,Exceeded my expectations! Excellent customer service.
REV-000972,CUST-02286,PROD-0054,4,Great product quality and fast shipping. Will buy again.
REV-000973,CUST-01497,PROD-0011,4,Exceeded my expectations! Excellent customer service.
REV-000974,CUST-01147,PROD-0240,4,Great product quality and fast shipping. Will buy again.
REV-000975,CUST-02148,PROD-0175,4,"Very reliable product, works perfectly as described."
REV-000976,CUST-02814,PROD-0058,5,Top notch quality and premium packaging.
REV-000977,CUST-03355,PROD-0185,5,Exceeded my expectations! Excellent customer service.
REV-000978,CUST-01943,PROD-0107,5,Exceeded my expectations! Excellent customer service.
REV-000979,CUST-02560,PROD-0037,1,Not worth the price. Stopped working after 3 days.
REV-000980,CUST-02404,PROD-0172,3,Average product. Does the job but nothing extraordinary.
REV-000981,CUST-01215,PROD-0198,4,"Very reliable product, works perfectly as described."
REV-000982,CUST-02536,PROD-0145,4,Great product quality and fast shipping. Will buy again.
REV-000983,CUST-01385,PROD-0024,5,Extremely satisfied with this purchase! Highly recommended.
REV-000984,CUST-02992,PROD-0140,5,Exceeded my expectations! Excellent customer service.
REV-000985,CUST-00515,PROD-0005,5,Extremely satisfied with this purchase! Highly recommended.
REV-000986,CUST-02434,PROD-0154,2,Not worth the price. Stopped working after 3 days.
REV-000987,CUST-00645,PROD-0146,2,Customer service was slow to respond to my refund query.
REV-000988,CUST-00910,PROD-0192,4,Top notch quality and premium packaging.
REV-000989,CUST-01727,PROD-0191,5,Top notch quality and premium packaging.
REV-000990,CUST-00681,PROD-0220,3,Average product. Does the job but nothing extraordinary.
REV-000991,CUST-02520,PROD-0020,5,Great product quality and fast shipping. Will buy again.
REV-000992,CUST-01646,PROD-0183,5,Top notch quality and premium packaging.
REV-000993,CUST-03125,PROD-0176,4,Extremely satisfied with this purchase! Highly recommended.
REV-000994,CUST-02982,PROD-0150,5,Top notch quality and premium packaging.
REV-000995,CUST-02608,PROD-0200,2,Poor packaging and wrong color sent.
REV-000996,CUST-03033,PROD-0201,4,Top notch quality and premium packaging.
REV-000997,CUST-01173,PROD-0179,5,Top notch quality and premium packaging.
REV-000998,CUST-02755,PROD-0033,3,Average product. Does the job but nothing extraordinary.
REV-000999,CUST-01559,PROD-0171,4,Top notch quality and premium packaging.
REV-001000,CUST-02562,PROD-0164,5,"Very reliable product, works perfectly as described."
REV-001001,CUST-01982,PROD-0071,2,Not worth the price. Stopped working after 3 days.
REV-001002,CUST-01449,PROD-0127,1,Poor packaging and wrong color sent.
REV-001003,CUST-00264,PROD-0116,2,Customer service was slow to respond to my refund query.
REV-001004,CUST-01355,PROD-0002,3,Average product. Does the job but nothing extraordinary.
REV-001005,CUST-03295,PROD-0077,4,Exceeded my expectations! Excellent customer service.
REV-001006,CUST-00460,PROD-0151,5,Top notch quality and premium packaging.
REV-001007,CUST-01440,PROD-0019,4,Great product quality and fast shipping. Will buy again.
REV-001008,CUST-02944,PROD-0134,3,Average product. Does the job but nothing extraordinary.
REV-001009,CUST-00763,PROD-0125,4,"Very reliable product, works perfectly as described."
REV-001010,CUST-01426,PROD-0206,1,Customer service was slow to respond to my refund query.
REV-001011,CUST-00631,PROD-0087,5,Great product quality and fast shipping. Will buy again.
REV-001012,CUST-02981,PROD-0139,4,Extremely satisfied with this purchase! Highly recommended.
REV-001013,CUST-00778,PROD-0143,2,Item arrived late and damaged. Dissatisfied with quality.
REV-001014,CUST-02242,PROD-0156,4,Top notch quality and premium packaging.
REV-001015,CUST-02718,PROD-0190,4,Exceeded my expectations! Excellent customer service.
REV-001016,CUST-02430,PROD-0047,3,Average product. Does the job but nothing extraordinary.
REV-001017,CUST-02248,PROD-0123,5,"Very reliable product, works perfectly as described."
REV-001018,CUST-00276,PROD-0017,2,Item arrived late and damaged. Dissatisfied with quality.
REV-001019,CUST-02462,PROD-0088,5,Exceeded my expectations! Excellent customer service.
REV-001020,CUST-00280,PROD-0170,5,Extremely satisfied with this purchase! Highly recommended.
REV-001021,CUST-03250,PROD-0218,5,Extremely satisfied with this purchase! Highly recommended.
REV-001022,CUST-03224,PROD-0066,2,Customer service was slow to respond to my refund query.
REV-001023,CUST-00898,PROD-0221,4,Great product quality and fast shipping. Will buy again.
REV-001024,CUST-01301,PROD-0191,4,Top notch quality and premium packaging.
REV-001025,CUST-02108,PROD-0001,3,Average product. Does the job but nothing extraordinary.
REV-001026,CUST-02521,PROD-0157,4,Exceeded my expectations! Excellent customer service.
REV-001027,CUST-00598,PROD-0230,2,Poor packaging and wrong color sent.
REV-001028,CUST-00277,PROD-0011,3,Average product. Does the job but nothing extraordinary.
REV-001029,CUST-01511,PROD-0048,3,Average product. Does the job but nothing extraordinary.
REV-001030,CUST-01057,PROD-0050,2,Customer service was slow to respond to my refund query.
REV-001031,CUST-03179,PROD-0035,3,Average product. Does the job but nothing extraordinary.
REV-001032,CUST-01435,PROD-0162,4,Great product quality and fast shipping. Will buy again.
REV-001033,CUST-00498,PROD-0058,5,Top notch quality and premium packaging.
REV-001034,CUST-00487,PROD-0034,5,Exceeded my expectations! Excellent customer service.
REV-001035,CUST-02091,PROD-0030,3,Average product. Does the job but nothing extraordinary.
REV-001036,CUST-02261,PROD-0074,1,Item arrived late and damaged. Dissatisfied with quality.
REV-001037,CUST-03286,PROD-0024,4,Great product quality and fast shipping. Will buy again.
REV-001038,CUST-02210,PROD-0004,5,Top notch quality and premium packaging.
REV-001039,CUST-01838,PROD-0103,4,Extremely satisfied with this purchase! Highly recommended.
REV-001040,CUST-00482,PROD-0105,5,"Very reliable product, works perfectly as described."
REV-001041,CUST-01665,PROD-0230,4,"Very reliable product, works perfectly as described."
REV-001042,CUST-01745,PROD-0206,4,Exceeded my expectations! Excellent customer service.
REV-001043,CUST-02861,PROD-0136,3,Average product. Does the job but nothing extraordinary.
REV-001044,CUST-02709,PROD-0163,2,Would not recommend. Cheap materials used.
REV-001045,CUST-00339,PROD-0040,5,"Very reliable product, works perfectly as described."
REV-001046,CUST-01635,PROD-0046,3,Average product. Does the job but nothing extraordinary.
REV-001047,CUST-02633,PROD-0230,3,Average product. Does the job but nothing extraordinary.
REV-001048,CUST-00259,PROD-0080,4,Exceeded my expectations! Excellent customer service.
REV-001049,CUST-02867,PROD-0131,5,Extremely satisfied with this purchase! Highly recommended.
REV-001050,CUST-01027,PROD-0159,3,Average product. Does the job but nothing extraordinary.
REV-001051,CUST-01372,PROD-0051,1,Not worth the price. Stopped working after 3 days.
REV-001052,CUST-01329,PROD-0228,5,Top notch quality and premium packaging.
REV-001053,CUST-01356,PROD-0058,5,Great product quality and fast shipping. Will buy again.
REV-001054,CUST-00914,PROD-0143,1,Would not recommend. Cheap materials used.
REV-001055,CUST-03210,PROD-0038,4,Extremely satisfied with this purchase! Highly recommended.
REV-001056,CUST-02176,PROD-0243,3,Average product. Does the job but nothing extraordinary.
REV-001057,CUST-00496,PROD-0242,5,"Very reliable product, works perfectly as described."
REV-001058,CUST-01517,PROD-0080,4,"Very reliable product, works perfectly as described."
REV-001059,CUST-00213,PROD-0190,2,Not worth the price. Stopped working after 3 days.
REV-001060,CUST-02421,PROD-0063,4,Extremely satisfied with this purchase! Highly recommended.
REV-001061,CUST-01193,PROD-0078,2,Not worth the price. Stopped working after 3 days.
REV-001062,CUST-03083,PROD-0068,3,Average product. Does the job but nothing extraordinary.
REV-001063,CUST-02460,PROD-0178,4,Exceeded my expectations! Excellent customer service.
REV-001064,CUST-01826,PROD-0113,3,Average product. Does the job but nothing extraordinary.
REV-001065,CUST-01051,PROD-0015,4,Exceeded my expectations! Excellent customer service.
REV-001066,CUST-02534,PROD-0239,4,Exceeded my expectations! Excellent customer service.
REV-001067,CUST-00533,PROD-0192,5,Extremely satisfied with this purchase! Highly recommended.
REV-001068,CUST-00862,PROD-0232,3,Average product. Does the job but nothing extraordinary.
REV-001069,CUST-01488,PROD-0030,4,Great product quality and fast shipping. Will buy again.
REV-001070,CUST-01245,PROD-0115,4,Great product quality and fast shipping. Will buy again.
REV-001071,CUST-02725,PROD-0005,3,Average product. Does the job but nothing extraordinary.
REV-001072,CUST-02484,PROD-0166,4,Great product quality and fast shipping. Will buy again.
REV-001073,CUST-02110,PROD-0223,3,Average product. Does the job but nothing extraordinary.
REV-001074,CUST-00978,PROD-0025,4,"Very reliable product, works perfectly as described."
REV-001075,CUST-03152,PROD-0219,5,Extremely satisfied with this purchase! Highly recommended.
REV-001076,CUST-00785,PROD-0098,2,Item arrived late and damaged. Dissatisfied with quality.
REV-001077,CUST-00095,PROD-0221,1,Not worth the price. Stopped working after 3 days.
REV-001078,CUST-00823,PROD-0239,1,Not worth the price. Stopped working after 3 days.
REV-001079,CUST-00647,PROD-0057,4,Top notch quality and premium packaging.
REV-001080,CUST-02776,PROD-0011,5,Great product quality and fast shipping. Will buy again.
REV-001081,CUST-01608,PROD-0224,1,Not worth the price. Stopped working after 3 days.
REV-001082,CUST-02553,PROD-0202,2,Would not recommend. Cheap materials used.
REV-001083,CUST-00387,PROD-0049,2,Item arrived late and damaged. Dissatisfied with quality.
REV-001084,CUST-01937,PROD-0062,4,Great product quality and fast shipping. Will buy again.
REV-001085,CUST-00259,PROD-0170,5,Exceeded my expectations! Excellent customer service.
REV-001086,CUST-03421,PROD-0072,3,Average product. Does the job but nothing extraordinary.
REV-001087,CUST-02677,PROD-0213,4,"Very reliable product, works perfectly as described."
REV-001088,CUST-02002,PROD-0015,1,Customer service was slow to respond to my refund query.
REV-001089,CUST-02011,PROD-0208,2,Poor packaging and wrong color sent.
REV-001090,CUST-02855,PROD-0088,1,Not worth the price. Stopped working after 3 days.
REV-001091,CUST-00879,PROD-0088,2,Would not recommend. Cheap materials used.
REV-001092,CUST-03181,PROD-0045,3,Average product. Does the job but nothing extraordinary.
REV-001093,CUST-00994,PROD-0148,1,Customer service was slow to respond to my refund query.
REV-001094,CUST-02155,PROD-0160,3,Average product. Does the job but nothing extraordinary.
REV-001095,CUST-00575,PROD-0016,2,Not worth the price. Stopped working after 3 days.
REV-001096,CUST-00169,PROD-0182,4,"Very reliable product, works perfectly as described."
REV-001097,CUST-01549,PROD-0122,1,Customer service was slow to respond to my refund query.
REV-001098,CUST-02421,PROD-0221,4,"Very reliable product, works perfectly as described."
REV-001099,CUST-02189,PROD-0188,3,Average product. Does the job but nothing extraordinary.
REV-001100,CUST-03207,PROD-0065,4,Exceeded my expectations! Excellent customer service.
REV-001101,CUST-02810,PROD-0209,4,Great product quality and fast shipping. Will buy again.
REV-001102,CUST-02882,PROD-0137,2,Customer service was slow to respond to my refund query.
REV-001103,CUST-03199,PROD-0201,5,Top notch quality and premium packaging.
REV-001104,CUST-01658,PROD-0101,4,Great product quality and fast shipping. Will buy again.
REV-001105,CUST-02911,PROD-0218,4,Top notch quality and premium packaging.
REV-001106,CUST-01772,PROD-0244,5,Extremely satisfied with this purchase! Highly recommended.
REV-001107,CUST-00063,PROD-0023,2,Not worth the price. Stopped working after 3 days.
REV-001108,CUST-01807,PROD-0086,3,Average product. Does the job but nothing extraordinary.
REV-001109,CUST-01207,PROD-0134,1,Not worth the price. Stopped working after 3 days.
REV-001110,CUST-00005,PROD-0030,3,Average product. Does the job but nothing extraordinary.
REV-001111,CUST-01635,PROD-0049,4,Top notch quality and premium packaging.
REV-001112,CUST-00929,PROD-0142,5,"Very reliable product, works perfectly as described."
REV-001113,CUST-00761,PROD-0021,2,Would not recommend. Cheap materials used.
REV-001114,CUST-02929,PROD-0033,4,Great product quality and fast shipping. Will buy again.
REV-001115,CUST-03003,PROD-0190,1,Customer service was slow to respond to my refund query.
REV-001116,CUST-01281,PROD-0225,4,"Very reliable product, works perfectly as described."
REV-001117,CUST-03345,PROD-0198,1,Poor packaging and wrong color sent.
REV-001118,CUST-01319,PROD-0037,5,Great product quality and fast shipping. Will buy again.
REV-001119,CUST-01243,PROD-0110,3,Average product. Does the job but nothing extraordinary.
REV-001120,CUST-03090,PROD-0117,5,Exceeded my expectations! Excellent customer service.
REV-001121,CUST-02434,PROD-0063,3,Average product. Does the job but nothing extraordinary.
REV-001122,CUST-02497,PROD-0158,3,Average product. Does the job but nothing extraordinary.
REV-001123,CUST-03494,PROD-0179,3,Average product. Does the job but nothing extraordinary.
REV-001124,CUST-01584,PROD-0091,3,Average product. Does the job but nothing extraordinary.
REV-001125,CUST-01455,PROD-0153,4,Top notch quality and premium packaging.
REV-001126,CUST-02990,PROD-0021,3,Average product. Does the job but nothing extraordinary.
REV-001127,CUST-01465,PROD-0054,1,Not worth the price. Stopped working after 3 days.
REV-001128,CUST-00341,PROD-0239,4,Top notch quality and premium packaging.
REV-001129,CUST-00014,PROD-0205,3,Average product. Does the job but nothing extraordinary.
REV-001130,CUST-02783,PROD-0245,4,Top notch quality and premium packaging.
REV-001131,CUST-02706,PROD-0181,3,Average product. Does the job but nothing extraordinary.
REV-001132,CUST-03349,PROD-0171,3,Average product. Does the job but nothing extraordinary.
REV-001133,CUST-03300,PROD-0148,4,Extremely satisfied with this purchase! Highly recommended.
REV-001134,CUST-01783,PROD-0059,2,Item arrived late and damaged. Dissatisfied with quality.
REV-001135,CUST-03330,PROD-0128,2,Customer service was slow to respond to my refund query.
REV-001136,CUST-02305,PROD-0057,2,Customer service was slow to respond to my refund query.
REV-001137,CUST-00216,PROD-0137,3,Average product. Does the job but nothing extraordinary.
REV-001138,CUST-00357,PROD-0191,2,Item arrived late and damaged. Dissatisfied with quality.
REV-001139,CUST-02576,PROD-0227,4,Exceeded my expectations! Excellent customer service.
REV-001140,CUST-02804,PROD-0016,1,Poor packaging and wrong color sent.
REV-001141,CUST-01298,PROD-0102,2,Not worth the price. Stopped working after 3 days.
REV-001142,CUST-03050,PROD-0170,5,Top notch quality and premium packaging.
REV-001143,CUST-01173,PROD-0219,4,"Very reliable product, works perfectly as described."
REV-001144,CUST-01363,PROD-0102,5,Top notch quality and premium packaging.
REV-001145,CUST-03273,PROD-0244,3,Average product. Does the job but nothing extraordinary.
REV-001146,CUST-03106,PROD-0056,2,Would not recommend. Cheap materials used.
REV-001147,CUST-02513,PROD-0069,3,Average product. Does the job but nothing extraordinary.
REV-001148,CUST-01443,PROD-0154,3,Average product. Does the job but nothing extraordinary.
REV-001149,CUST-01914,PROD-0056,1,Would not recommend. Cheap materials used.
REV-001150,CUST-01202,PROD-0018,3,Average product. Does the job but nothing extraordinary.
REV-001151,CUST-01041,PROD-0159,1,Item arrived late and damaged. Dissatisfied with quality.
REV-001152,CUST-00038,PROD-0220,5,Exceeded my expectations! Excellent customer service.
REV-001153,CUST-01595,PROD-0060,5,Exceeded my expectations! Excellent customer service.
REV-001154,CUST-01783,PROD-0024,5,Top notch quality and premium packaging.
REV-001155,CUST-01699,PROD-0216,4,Exceeded my expectations! Excellent customer service.
REV-001156,CUST-02924,PROD-0033,1,Poor packaging and wrong color sent.
REV-001157,CUST-01020,PROD-0055,5,Extremely satisfied with this purchase! Highly recommended.
REV-001158,CUST-02517,PROD-0169,4,Extremely satisfied with this purchase! Highly recommended.
REV-001159,CUST-00470,PROD-0242,3,Average product. Does the job but nothing extraordinary.
REV-001160,CUST-00105,PROD-0229,5,Great product quality and fast shipping. Will buy again.
REV-001161,CUST-02032,PROD-0133,1,Poor packaging and wrong color sent.
REV-001162,CUST-02603,PROD-0092,5,"Very reliable product, works perfectly as described."
REV-001163,CUST-02475,PROD-0223,3,Average product. Does the job but nothing extraordinary.
REV-001164,CUST-02173,PROD-0128,5,Great product quality and fast shipping. Will buy again.
REV-001165,CUST-01060,PROD-0006,4,Top notch quality and premium packaging.
REV-001166,CUST-02858,PROD-0109,2,Item arrived late and damaged. Dissatisfied with quality.
REV-001167,CUST-02625,PROD-0142,5,Extremely satisfied with this purchase! Highly recommended.
REV-001168,CUST-02627,PROD-0207,4,Top notch quality and premium packaging.
REV-001169,CUST-02987,PROD-0084,5,"Very reliable product, works perfectly as described."
REV-001170,CUST-00072,PROD-0051,4,Exceeded my expectations! Excellent customer service.
REV-001171,CUST-00895,PROD-0244,5,"Very reliable product, works perfectly as described."
REV-001172,CUST-03117,PROD-0187,4,"Very reliable product, works perfectly as described."
REV-001173,CUST-02002,PROD-0062,5,"Very reliable product, works perfectly as described."
REV-001174,CUST-02236,PROD-0017,5,"Very reliable product, works perfectly as described."
REV-001175,CUST-03424,PROD-0115,3,Average product. Does the job but nothing extraordinary.
REV-001176,CUST-00367,PROD-0117,4,Top notch quality and premium packaging.
REV-001177,CUST-01170,PROD-0053,5,Extremely satisfied with this purchase! Highly recommended.
REV-001178,CUST-01867,PROD-0030,4,Exceeded my expectations! Excellent customer service.
REV-001179,CUST-00355,PROD-0224,3,Average product. Does the job but nothing extraordinary.
REV-001180,CUST-03051,PROD-0184,4,Exceeded my expectations! Excellent customer service.
REV-001181,CUST-00099,PROD-0211,3,Average product. Does the job but nothing extraordinary.
REV-001182,CUST-01245,PROD-0061,4,Extremely satisfied with this purchase! Highly recommended.
REV-001183,CUST-00867,PROD-0210,5,Top notch quality and premium packaging.
REV-001184,CUST-02491,PROD-0113,4,"Very reliable product, works perfectly as described."
REV-001185,CUST-01057,PROD-0058,1,Would not recommend. Cheap materials used.
REV-001186,CUST-01475,PROD-0159,1,Not worth the price. Stopped working after 3 days.
REV-001187,CUST-01803,PROD-0052,3,Average product. Does the job but nothing extraordinary.
REV-001188,CUST-01692,PROD-0124,4,"Very reliable product, works perfectly as described."
REV-001189,CUST-00548,PROD-0013,5,Top notch quality and premium packaging.
REV-001190,CUST-02040,PROD-0206,3,Average product. Does the job but nothing extraordinary.
REV-001191,CUST-03370,PROD-0045,4,"Very reliable product, works perfectly as described."
REV-001192,CUST-02089,PROD-0075,3,Average product. Does the job but nothing extraordinary.
REV-001193,CUST-03253,PROD-0066,4,Extremely satisfied with this purchase! Highly recommended.
REV-001194,CUST-00483,PROD-0226,4,Great product quality and fast shipping. Will buy again.
REV-001195,CUST-01150,PROD-0179,1,Customer service was slow to respond to my refund query.
REV-001196,CUST-02063,PROD-0048,5,Exceeded my expectations! Excellent customer service.
REV-001197,CUST-02299,PROD-0182,4,Top notch quality and premium packaging.
REV-001198,CUST-02879,PROD-0100,5,Extremely satisfied with this purchase! Highly recommended.
REV-001199,CUST-02940,PROD-0209,5,"Very reliable product, works perfectly as described."
REV-001200,CUST-00209,PROD-0203,4,Great product quality and fast shipping. Will buy again.
REV-001201,CUST-01462,PROD-0113,4,"Very reliable product, works perfectly as described."
REV-001202,CUST-02975,PROD-0167,3,Average product. Does the job but nothing extraordinary.
REV-001203,CUST-01375,PROD-0114,5,Extremely satisfied with this purchase! Highly recommended.
REV-001204,CUST-00598,PROD-0014,5,"Very reliable product, works perfectly as described."
REV-001205,CUST-02207,PROD-0211,5,"Very reliable product, works perfectly as described."
REV-001206,CUST-01281,PROD-0086,2,Customer service was slow to respond to my refund query.
REV-001207,CUST-00182,PROD-0020,4,Great product quality and fast shipping. Will buy again.
REV-001208,CUST-02560,PROD-0190,2,Poor packaging and wrong color sent.
REV-001209,CUST-01570,PROD-0083,4,Extremely satisfied with this purchase! Highly recommended.
REV-001210,CUST-02637,PROD-0003,5,Extremely satisfied with this purchase! Highly recommended.
REV-001211,CUST-02074,PROD-0088,5,"Very reliable product, works perfectly as described."
REV-001212,CUST-02357,PROD-0109,3,Average product. Does the job but nothing extraordinary.
REV-001213,CUST-00136,PROD-0134,4,Extremely satisfied with this purchase! Highly recommended.
REV-001214,CUST-01666,PROD-0107,4,Extremely satisfied with this purchase! Highly recommended.
REV-001215,CUST-00776,PROD-0136,3,Average product. Does the job but nothing extraordinary.
REV-001216,CUST-01951,PROD-0114,3,Average product. Does the job but nothing extraordinary.
REV-001217,CUST-03262,PROD-0194,5,Exceeded my expectations! Excellent customer service.
REV-001218,CUST-01420,PROD-0208,3,Average product. Does the job but nothing extraordinary.
REV-001219,CUST-00254,PROD-0065,4,"Very reliable product, works perfectly as described."
REV-001220,CUST-02179,PROD-0129,4,Top notch quality and premium packaging.
REV-001221,CUST-01628,PROD-0170,4,Top notch quality and premium packaging.
REV-001222,CUST-01981,PROD-0111,5,"Very reliable product, works perfectly as described."
REV-001223,CUST-02889,PROD-0234,2,Not worth the price. Stopped working after 3 days.
REV-001224,CUST-01578,PROD-0096,2,Would not recommend. Cheap materials used.
REV-001225,CUST-03037,PROD-0049,4,Exceeded my expectations! Excellent customer service.
REV-001226,CUST-02227,PROD-0117,5,"Very reliable product, works perfectly as described."
REV-001227,CUST-02328,PROD-0080,5,Top notch quality and premium packaging.
REV-001228,CUST-02608,PROD-0032,5,Extremely satisfied with this purchase! Highly recommended.
REV-001229,CUST-00118,PROD-0180,4,Top notch quality and premium packaging.
REV-001230,CUST-00281,PROD-0239,4,Extremely satisfied with this purchase! Highly recommended.
REV-001231,CUST-00942,PROD-0091,1,Poor packaging and wrong color sent.
REV-001232,CUST-02557,PROD-0204,5,Extremely satisfied with this purchase! Highly recommended.
REV-001233,CUST-03057,PROD-0127,4,"Very reliable product, works perfectly as described."
REV-001234,CUST-00839,PROD-0211,3,Average product. Does the job but nothing extraordinary.
REV-001235,CUST-03125,PROD-0051,4,Top notch quality and premium packaging.
REV-001236,CUST-00560,PROD-0056,2,Item arrived late and damaged. Dissatisfied with quality.
REV-001237,CUST-01871,PROD-0038,5,Extremely satisfied with this purchase! Highly recommended.
REV-001238,CUST-03014,PROD-0196,2,Customer service was slow to respond to my refund query.
REV-001239,CUST-01108,PROD-0003,3,Average product. Does the job but nothing extraordinary.
REV-001240,CUST-03387,PROD-0060,5,Great product quality and fast shipping. Will buy again.
REV-001241,CUST-02548,PROD-0207,5,Great product quality and fast shipping. Will buy again.
REV-001242,CUST-02036,PROD-0078,1,Poor packaging and wrong color sent.
REV-001243,CUST-02198,PROD-0040,5,Great product quality and fast shipping. Will buy again.
REV-001244,CUST-02665,PROD-0238,4,Top notch quality and premium packaging.
REV-001245,CUST-00996,PROD-0025,4,Top notch quality and premium packaging.
REV-001246,CUST-02223,PROD-0064,2,Customer service was slow to respond to my refund query.
REV-001247,CUST-00084,PROD-0169,3,Average product. Does the job but nothing extraordinary.
REV-001248,CUST-01101,PROD-0127,5,Great product quality and fast shipping. Will buy again.
REV-001249,CUST-02375,PROD-0048,2,Poor packaging and wrong color sent.
REV-001250,CUST-02171,PROD-0121,5,Exceeded my expectations! Excellent customer service.
REV-001251,CUST-01197,PROD-0172,4,Extremely satisfied with this purchase! Highly recommended.
REV-001252,CUST-02307,PROD-0233,4,Exceeded my expectations! Excellent customer service.
REV-001253,CUST-02282,PROD-0163,3,Average product. Does the job but nothing extraordinary.
REV-001254,CUST-03214,PROD-0153,4,"Very reliable product, works perfectly as described."
REV-001255,CUST-01789,PROD-0029,4,"Very reliable product, works perfectly as described."
REV-001256,CUST-02419,PROD-0036,5,Great product quality and fast shipping. Will buy again.
REV-001257,CUST-00827,PROD-0093,5,Great product quality and fast shipping. Will buy again.
REV-001258,CUST-01942,PROD-0097,5,Extremely satisfied with this purchase! Highly recommended.
REV-001259,CUST-02328,PROD-0236,1,Item arrived late and damaged. Dissatisfied with quality.
REV-001260,CUST-02985,PROD-0107,4,Great product quality and fast shipping. Will buy again.
REV-001261,CUST-01837,PROD-0228,5,Exceeded my expectations! Excellent customer service.
REV-001262,CUST-00818,PROD-0208,3,Average product. Does the job but nothing extraordinary.
REV-001263,CUST-00031,PROD-0189,4,Great product quality and fast shipping. Will buy again.
REV-001264,CUST-02656,PROD-0141,4,Top notch quality and premium packaging.
REV-001265,CUST-03168,PROD-0211,3,Average product. Does the job but nothing extraordinary.
REV-001266,CUST-00795,PROD-0087,3,Average product. Does the job but nothing extraordinary.
REV-001267,CUST-00219,PROD-0077,2,Not worth the price. Stopped working after 3 days.
REV-001268,CUST-00822,PROD-0033,5,Great product quality and fast shipping. Will buy again.
REV-001269,CUST-01627,PROD-0205,4,Extremely satisfied with this purchase! Highly recommended.
REV-001270,CUST-00016,PROD-0220,4,"Very reliable product, works perfectly as described."
REV-001271,CUST-01958,PROD-0148,2,Poor packaging and wrong color sent.
REV-001272,CUST-03170,PROD-0108,4,"Very reliable product, works perfectly as described."
